Nome,Nº Quartos,Nº Casas de Banho,Nº Estacionamentos,Área Útil,Área Terreno,Certificado Energia,Finalidade,Tipo de Imóvel,Estado,Preço de Venda,Distrito,Concelho,Freguesia,Coordenadas,Referência,Infraestruturas,Tipo de modalidade,Zona,Constituição,Sistema de abastecimento de água,Caixilharia das Janelas,Climatização,Domótica,Edifício,Garagem,Vistas,Exposição Solar,Segurança
Apartamento 3 quartos,3,2,1,140,,,Venda,Apartamento,Novo,225.000 €,Braga,Braga,Nogueiró e Tenões,"41.5513972,-8.3864056",314190193,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Escolas, Farmácia, Jardins, Padaria, Serviços Públicos; ",Nº Frentes: 2; Nº Pisos: 4; ,,"Aluminio, Dupla, Vidro Duplo; Estores: Eléctricos, Térmicos; ",Aquecimento Central: Pré-Instalação; ,"Gás Canalizado, Video-Porteiro; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; ",Local: Cave; ,,,
Armazém,,1,,178,178,,Venda,Armazém,Usado,62.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260190151,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Área (m2): 178; ,,,,,,,,,
Apartamento 2 quartos,2,,1,110,,Cert.Energ.: C,Venda,Apartamento,Usado,69.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260190148,,,"Acessos: Auto-Estrada, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 4; ,Companhia; ,PVC; ,,,"Tipo empreendimento: Habitação; Revestimento Exterior: Granito; Pavimento: Granito; Tecto: Estucado; Equipamento: Gás Canalizado, Jardins, TV Cabo; ",Área (m2): 15; Local: Exterior; ,Panorâmicas; ,"Nascente, Poente; ",
Apartamento 3 quartos,3,2,1,90,,Cert.Energ.: D,Venda,Apartamento,Usado,75.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260190147,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 4; ,Companhia; ,PVC; ,,Gás Canalizado; ,"Tipo empreendimento: Habitação; Revestimento Exterior: Granito; Pavimento: Granito; Paredes: Granito; Tecto: Estucado; Equipamento: Gás Canalizado, Jardins, TV Cabo; ",Área (m2): 15; Local: Exterior; ,Panorâmicas; ,"Nascente, Poente; ",
Apartamento 2 quartos,2,2,1,101,,,Venda,Apartamento,Construção,302.500 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260190141,,,"Acessos: Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",,,,,,,Área (m2): 15.8; ,,,
Apartamento 2 quartos,2,2,1,101,,,Venda,Apartamento,Construção,282.500 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260190140,,,"Acessos: Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",,,,,,,,,,
Moradia em Banda 3 quartos,3,3,2,,316,,Venda,Moradia em Banda,Novo,Sob Consulta,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190117,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 3; Nº Pisos: 3; ,Companhia; ,"Dupla, PVC; Estores: Eléctricos, Térmicos; ",Aquecimento Central: Pré-Instalação; Ar Condicionado: Pré-Instalação; ,Gás Canalizado; Alarme: Pré-Instalação; ,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Equipamento: Gás Canalizado; ","Água, Eletricidade, Luz, Portão Automático; ","Campo, Jardins, Panorâmicas, Pastagens, Serra; ","Nascente, Poente, Sul; ",
Moradia em Banda 3 quartos,3,3,2,,311,,Venda,Moradia em Banda,Novo,369.500 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190116,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 3; ,Companhia; ,"Dupla, PVC; Estores: Eléctricos, Térmicos; ",Aquecimento Central: Pré-Instalação; Ar Condicionado: Pré-Instalação; ,"Estores Eléctricos, Solar, Video-Porteiro; Alarme: Pré-Instalação; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Equipamento: Gás Canalizado; ","Água, Eletricidade, Luz, Portão Automático; ","Jardins, Panorâmicas, Pastagens, Serra; ","Nascente, Poente, Sul; ",
Moradia em Banda 3 quartos,3,3,2,,311,Cert.Energ.: A,Venda,Moradia em Banda,Novo,Sob Consulta,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190115,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",,Companhia; ,"Dupla, PVC; Estores: Eléctricos, Térmicos; ","Cilindro Eléctrico, Painel Solar; Aquecimento Central: Pré-Instalação; Ar Condicionado: Pré-Instalação; ",Estores Eléctricos; ,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Equipamento: Gás Canalizado; ",,"Campo, Jardins, Panorâmicas, Pastagens, Serra; ",,
Moradia em Banda 3 quartos,3,3,2,,311,Cert.Energ.: A,Venda,Moradia em Banda,Novo,369.500 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190114,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 3; ,Companhia; ,"Dupla, PVC; Estores: Eléctricos, Térmicos; ",Aquecimento Central: Pré-Instalação; Ar Condicionado: Pré-Instalação; ,Estores Eléctricos; Alarme: Pré-Instalação; ,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Equipamento: Gás Canalizado; ","Água, Eletricidade, Luz, Portão Automático; ","Campo, Jardins, Panorâmicas, Pastagens, Serra; ","Nascente, Poente, Sul; ",
Moradia em Banda 3 quartos,3,3,2,,,Cert.Energ.: A,Venda,Moradia em Banda,Novo,Sob Consulta,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190113,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ","Cave, Nº Frentes: 2; Nº Pisos: 3; ",Companhia; ,"Aluminio, Dupla, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ","Cilindro Eléctrico, Painel Solar; Aquecimento Central: Pré-Instalação; Ar Condicionado: Pré-Instalação; ","Estores Eléctricos, Gás Canalizado, Solar, Video-Porteiro; Alarme: Pré-Instalação; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Equipamento: Gás Canalizado; ","Água, Casa de Banho, Eletricidade, Luz, Portão Automático; Local: Cave; ","Campo, Jardins, Panorâmicas, Pastagens, Serra; ","Nascente, Poente, Sul; ",
Lote,,,,,1450,,Venda,Lote,N/D,235.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",285190112,A Efectuar; ,"Reservado p/ Urbanização, Residencial; ",Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,1521,,Venda,Lote,N/D,190.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",285190111,A Efectuar; ,"Reservado p/ Urbanização, Residencial; ",Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,1305,,Venda,Lote,N/D,140.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",285190110,A Efectuar; ,"Reservado p/ Urbanização, Residencial; ",Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,1213,,Venda,Lote,N/D,150.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",285190109,A Efectuar; ,"Reservado p/ Urbanização, Residencial; ",Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,974,,Venda,Lote,N/D,130.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",285190108,A Efectuar; ,"Reservado p/ Urbanização, Residencial; ",Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,369,1031,,Venda,Lote,N/D,135.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",285190107,A Efectuar; ,"Reservado p/ Urbanização, Residencial; ",Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,280,500,,Venda,Lote,N/D,73.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães","41.5858325,-8.460306",260190137,Concluídas; ,"Reservado p/ Urbanização, Residencial; ",Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Apartamento 3 quartos,3,2,2,121,,Cert.Energ.: A,Venda,Apartamento,Novo,208.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190105,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 5; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Aquecimento Central: Completo; ,"Estores Eléctricos, Solar, Video-Porteiro; Aspiração Central: Completo; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Mármore; Equipamento: Gás Canalizado, Video-Porteiro; ","Eletricidade, Portão Automático; Local: Cave; ","Campo, Jardins, Panorâmicas, Pastagens; ","Nascente, Poente; ",
Apartamento 2 quartos,2,2,1,86,,Cert.Energ.: A,Venda,Apartamento,Novo,157.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190104,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; ",Nº Frentes: 2; Nº Pisos: 5; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Aquecimento Central: Completo; ,"Solar, Video-Porteiro; Aspiração Central: Completo; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Mármore; Tecto: Focos; Equipamento: Video-Porteiro; ","Eletricidade, Portão Automático; Local: Cave; ","Campo, Jardins, Panorâmicas, Pastagens, Serra; ","Nascente, Sul; ",
Apartamento 1 quarto,1,1,1,59,,Cert.Energ.: A,Venda,Apartamento,Novo,113.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190103,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 5; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Aquecimento Central: Completo; ,"Gás Canalizado, Video-Porteiro; Aspiração Central: Completo; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Mármore; Tecto: Focos, Ponto de Luz; ","Eletricidade, Portão Automático; Local: Cave; ","Campo, Jardins, Panorâmicas, Pastagens, Serra; ","Poente, Sul; ",
Apartamento 3 quartos,3,2,1,121,,Cert.Energ.: A,Venda,Apartamento,Novo,188.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190102,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 5; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Aquecimento Central: Completo; ,"Gás Canalizado, Video-Porteiro; Aspiração Central: Completo; ",Tipo empreendimento: Habitação; Revestimento Exterior: Mármore; Equipamento: Video-Porteiro; ,"Eletricidade, Portão Automático; Local: Cave; ","Campo, Jardins, Panorâmicas, Pastagens; ","Nascente, Poente; ",
Apartamento 3 quartos,3,2,2,121,,Cert.Energ.: A,Venda,Apartamento,Novo,205.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190101,,,"Acessos: Bons; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 5; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Aquecimento Central: Completo; ,"Estores Eléctricos, Gás Canalizado, Video-Porteiro; Aspiração Central: Completo; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Mármore; Equipamento: Video-Porteiro; ","Eletricidade, Portão Automático; Local: Cave; ","Campo, Jardins, Panorâmicas, Pastagens; ","Nascente, Poente; ",
Apartamento 3 quartos,3,2,2,121,,Cert.Energ.: A,Venda,Apartamento,Novo,202.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190100,,,"Acessos: Bons; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 5; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Aquecimento Central: Completo; ,"Estores Eléctricos, Video-Porteiro; Aspiração Central: Completo; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Mármore; Tecto: Focos, Ponto de Luz; Equipamento: Gás Canalizado, Video-Porteiro; ","Eletricidade, Portão Automático; Local: Cave; ","Campo, Jardins, Panorâmicas, Pastagens; ","Nascente, Poente; ",
Apartamento 3 quartos,3,2,1,121,,Cert.Energ.: A,Venda,Apartamento,Novo,192.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190099,,,"Acessos: Bons; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Aquecimento Central: Completo; ,"Gás Canalizado, Video-Porteiro; Aspiração Central: Completo; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Mármore; Tecto: Falso Pladur; Equipamento: Gás Canalizado; ","Eletricidade, Portão Automático; Local: Cave; ","Campo, Jardins, Panorâmicas, Pastagens; ","Nascente, Poente; ",
Apartamento 1 quarto,1,1,1,59,,Cert.Energ.: A,Venda,Apartamento,Novo,113.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190098,,,"Acessos: Bons; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Painel Solar; Aquecimento Central: Completo; ,"Estores Eléctricos, Solar, TV-Cabo, Video-Porteiro; Aspiração Central: Completo; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Mármore; Equipamento: Gás Canalizado, Video-Porteiro; ","Eletricidade, Portão Automático; Local: Cave; ","Campo, Jardins, Panorâmicas, Pastagens; ","Poente, Sul; ",
Apartamento 1 quarto,1,1,1,59,,Cert.Energ.: A,Venda,Apartamento,Novo,113.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190097,,,"Acessos: Bons; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Aquecimento Central: Completo; ,"Estores Eléctricos, Gás Canalizado, Video-Porteiro; Aspiração Central: Completo; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Mármore; Tecto: Falso Pladur, Focos, Ponto de Luz; Equipamento: Gás Canalizado, Video-Porteiro; ","Eletricidade, Portão Automático; Local: Cave; ","Campo, Jardins, Panorâmicas, Pastagens; ","Poente, Sul; ",
Apartamento 1 quarto,1,1,1,59,,Cert.Energ.: A,Venda,Apartamento,Novo,108.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190096,,,"Acessos: Bons; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Aquecimento Central: Completo; ,"Estores Eléctricos, Gás Canalizado, Video-Porteiro; Aspiração Central: Completo; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Mármore; Equipamento: Gás Canalizado; ","Eletricidade, Portão Automático; Local: Cave; ","Campo, Jardins, Pastagens; ","Poente, Sul; ",
Apartamento 1 quarto,1,1,1,59,,Cert.Energ.: A,Venda,Apartamento,Novo,108.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190095,,,"Acessos: Bons; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Alumínio, Eléctricos, Térmicos; ",Aquecimento Central: Completo; ,"Estores Eléctricos, Gás Canalizado, Video-Porteiro; Aspiração Central: Completo; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Mármore; Tecto: Falso Pladur, Ponto de Luz; Equipamento: Video-Porteiro; ","Eletricidade, Portão Automático; Local: Cave; ","Campo, Jardins, Panorâmicas, Pastagens; ","Poente, Sul; ",
Apartamento 2 quartos,2,2,1,86,,Cert.Energ.: A,Venda,Apartamento,Novo,157.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190094,,,"Acessos: Auto-Estrada, Bons, Comboio, Metro, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Alumínio, Térmicos; ",Painel Solar; Aquecimento Central: Completo; ,"Estores Eléctricos, Gás Canalizado, Video-Porteiro; Aspiração Central: Completo; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Hall de Entrada: Iluminação Aut.; Tecto: Falso Pladur, Focos; Equipamento: Gás Canalizado, Video-Porteiro; ","Eletricidade, Portão Automático; Local: Cave; ","Campo, Jardins, Panorâmicas, Pastagens, Serra; ","Nascente, Sul; ",
Apartamento 2 quartos,2,2,1,86,,Cert.Energ.: A,Venda,Apartamento,Novo,152.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190093,,,"Acessos: Bons; Proximidade: Escolas, Farmácia, Hospital, Jardins Infância, Padaria, Polícia, Supermercado; ",Nº Frentes: 2; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Alumínio, Térmicos; ",Painel Solar; Aquecimento Central: Completo; ,"Estores Eléctricos, Gás Canalizado; Aspiração Central: Completo; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Mármore; Tecto: Falso Pladur, Focos; Equipamento: Gás Canalizado, Video-Porteiro; ","Eletricidade, Portão Automático; Local: Cave; ",,"Nascente, Sul; ",
Apartamento 2 quartos,2,2,1,86,,Cert.Energ.: A,Venda,Apartamento,Novo,152.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285190092,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Eléctricos, Térmicos; ",Aquecimento Central: Completo; ,"Estores Eléctricos, Gás Canalizado, Video-Porteiro; Aspiração Central: Completo; ","Tipo empreendimento: Habitação; Isolamento: Térmico; Revestimento Exterior: Mármore; Tecto: Ponto de Luz; Equipamento: Gás Canalizado, Video-Porteiro; ","Eletricidade, Portão Automático; Local: Cave; ","Campo, Jardins, Panorâmicas, Pastagens; ","Nascente, Sul; ",
