Nome,Nº Quartos,Nº Casas de Banho,Nº Estacionamentos,Área Útil,Área Terreno,Certificado Energia,Finalidade,Tipo de Imóvel,Estado,Preço de Venda,Distrito,Concelho,Freguesia,Coordenadas,Referência,Infraestruturas,Tipo de modalidade,Zona,Constituição,Sistema de abastecimento de água,Caixilharia das Janelas,Climatização,Domótica,Edifício,Garagem,Vistas,Exposição Solar,Segurança
Lote,,,,,800,,Venda,Lote,N/D,80.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães","41.5858325,-8.460306",260180043,A Efectuar; ,Residencial; ,Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Moradia em Banda 3 quartos,3,4,2,330,80,Cert.Energ.: D,Venda,Moradia em Banda,Usado,370.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260180041,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ","Cave, Nº Frentes: 2; Nº Pisos: 3; ",Companhia; ,"Dupla, PVC, Vidro Duplo; Estores: Eléctricos; ",Aquecimento Central: Completo; ,"Churrasqueira, Depósito Gás, Estores Eléctricos, Gás Canalizado, TV-Cabo; Alarme: Completo; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Pintado; Pavimento: Tijoleira; Paredes: Pintadas; Tecto: Falso Madeira, Falso Pladur, Focos; Equipamento: Gás Canalizado, Jardins, TV Cabo; ","Água, Área (m2): 34, Eletricidade, Luz, Portão Automático; Local: Cave; ","Jardins, Panorâmicas; ","Nascente, Poente; ",
Loja,,,,103,,,Venda,Loja,Usado,140.000 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285180028,,,"Acessos: Bons; Centralidade: Centro da Cidade; Proximidade: Bancos, Centros Comerciais, Farmácia, Hospital, Padaria, Serviços Públicos, Supermercado; ","Área (m2): 103; Arrumos, Nº Divisões: 6; Luz Natural: 100%; Ar Condicionado: Completo; Fuga de Fumos: Chaminé Mecânica, Esgotos; ",,,,,,,,,"Bocas de Incêndio, Extintores, Sist. de Detecção de Incêndio, Sistema de Desenfumagem; Alarme: Completo; "
Armazém,,2,,315,700,,Venda,Armazém,Usado,82.000 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260180032,,,,,,,,,,,,,
Moradia Isolada 4 quartos,4,1,2,343,3000,Cert.Energ.: D,Venda,Moradia Isolada,Usado,129.000 €,Braga,Braga,Sequeira,"41.5338323935,-8.4712314605",260180031,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Escolas, Supermercado; ","Cave, Nº Frentes: 4; ",Companhia; ,,,,,Área (m2): 120; ,Panorâmicas; ,,
Escritório,,2,,100,488,Cert.Energ.: B,Venda,Escritório,Usado,175.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",314180019,,,"Acessos: Bons, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Serviços Públicos, Supermercado; ","Arrumos, Nº Escritórios: 4; Quarto de Banho: Próprio; Luz Natural: 75%; Ar Condicionado: Completo; ",,,,,,,,,Alarme: Completo; 
Apartamento 3 quartos,3,2,1,110,,Cert.Energ.: D,Venda,Apartamento,Usado,95.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260180010,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bombeiros, Centros Comerciais, Escolas, Ginásio, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Frentes: 3; Nº Pisos: 3; ,Companhia; ,"Aluminio, Dupla, Vidro Duplo; Estores: PVC; ",Esquentador; ,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Pastilha; Hall de Entrada: Iluminação Aut.; Pavimento: Mármore; Paredes: Tijoleira; Tecto: Estucado; Equipamento: Gás Canalizado, Parque Infantil, Sala Condomínio, TV Cabo; ","Água, Área (m2): 12, Eletricidade, Luz; Local: Cave; ","Jardins, Panorâmicas; ","Nascente, Poente; ",
Lote,,,,,604,,Venda,Lote,N/D,67.000 €,Braga,Braga,Palmeira,"41.5833333,-8.4333333",260180008,Concluídas; ,"Reservado p/ Urbanização, Residencial; ",Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Apartamento 4 quartos,4,2,,143,,Cert.Energ.: D,Venda,Apartamento,Usado,99.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260180007,,,"Acessos: Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; ,Companhia; ,Aluminio; ,Esquentador; ,,Tipo empreendimento: Habitação; Revestimento Exterior: Pastilha; Pavimento: Pedra Natural; Paredes: Madeira; Tecto: Falso Madeira; ,,Panorâmicas; ,"Norte, Poente; ",
Duplex 4 quartos,4,3,2,144,,Cert.Energ.: E,Venda,Duplex,Usado,124.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260180005,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 2; ,,,,,Tipo empreendimento: Habitação; ,Local: Cave; ,Jardins; ,,
Loja,,,,,70,,Venda,Loja,Novo,115.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285180003,,,"Acessos: Auto-Estrada, Bons; Proximidade: Escolas, Farmácia, Padaria; ",Área (m2): 158; Refeitório; Quarto de Banho: Próprio; Luz Natural: 50%; Garagem: Lugar; ,,,,,,,,,
Apartamento 3 quartos,3,3,1,,,,Venda,Apartamento,Construção,228.000 €,Braga,Braga,Braga (São José de São Lázaro e São João do Souto),"41.5487267,-8.4214409",314180001,,,"Acessos: Bons, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Centros Comerciais, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Frentes: 3; Nº Pisos: 6; ,Companhia; ,Vidro Duplo; ,Aquecimento Central: Completo; Ar Condicionado: Completo; ,"Gás Canalizado, TV-Cabo, Video-Porteiro; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Equipamento: Gás Canalizado, TV Cabo, Video-Porteiro; ",Local: Cave; ,Panorâmicas; ,,
Moradia Geminada 5 quartos,5,3,5,360,,Cert.Energ.: A,Venda,Moradia Geminada,Usado,250.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314170153,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Pisos: 2; ,Companhia; ,Vidro Duplo; ,Aquecimento Central: Completo; ,Churrasqueira; ,Tipo empreendimento: Habitação; Equipamento: Jardins; ,"Água, Luz; ",Panorâmicas; ,,
Lote,,,,,545,,Venda,Lote,N/D,85.000 €,Braga,Braga,Palmeira,"41.5833333,-8.4333333",260170234,Concluídas; ,Residencial; ,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Moradia Isolada 5 quartos,5,4,2,244,570,Cert.Energ.: D,Venda,Moradia Isolada,Usado,249.500 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285170243,,,,Nº Frentes: 4; Nº Pisos: 3; ,"Companhia, Poço; ","Dupla, Portadas; ",Aquecimento Central: Completo; ,,Revestimento Exterior: Pedra Natural; Pavimento: Granito; ,"Água, Casa de Banho, Eletricidade, Luz; ",Panorâmicas; ,,
Moradia Geminada 4 quartos,4,5,2,,,,Venda,Moradia Geminada,Construção,500.000 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285170230,,,,,,,,,,,,,
Moradia Geminada 4 quartos,4,4,2,332,400,Cert.Energ.: C,Venda,Moradia Geminada,Usado,250.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,"41.5808788,-8.4536477",260170215,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Escolas, Farmácia, Jardins, Padaria, Supermercado; ","Cave, Nº Frentes: 3; Nº Pisos: 3; ",Companhia; ,,Aquecimento Central: Completo; ,Alarme: Pré-Instalação; Aspiração Central: Completo; ,Tipo empreendimento: Habitação; Revestimento Exterior: Pintado; Pavimento: Tijoleira; ,,,"Nascente, Poente, Sul; ",
Moradia Geminada 4 quartos,4,3,4,205,450,Cert.Energ.: E,Venda,Moradia Geminada,Usado,181.000 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",260170212,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ","Cave, Nº Frentes: 3; Nº Pisos: 3; Vão de Telhado / Sotão; ",Companhia; ,"Aluminio, Dupla; Estores: PVC, Térmicos; ",Aquecimento Central: Pré-Instalação; ,Gás Canalizado; ,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Pintado; ","Água, Área (m2): 70, Eletricidade, Luz, Portão Automático; Local: Cave; ","Campo, Panorâmicas, Pastagens; ","Norte, Poente, Sul; ",
Moradia em Banda 3 quartos,3,3,2,206,213,,Venda,Moradia em Banda,Novo,310.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314170132,,,,,,,,,,,,,
Moradia em Banda 3 quartos,3,3,2,206,213,,Venda,Moradia em Banda,Novo,310.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314170131,,,,,,,,,,,,,
Moradia em Banda 3 quartos,3,3,2,206,213,,Venda,Moradia em Banda,Novo,310.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314170130,,,,,,,,,,,,,
Apartamento 3 quartos,3,2,1,111,,Cert.Energ.: E,Venda,Apartamento,Usado,Sob Consulta,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260170210,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 3; Nº Pisos: 5; ,Companhia; ,Aluminio; Estores: PVC; ,Esquentador; ,,"Tipo empreendimento: Habitação; Equipamento: Gás Canalizado, TV Cabo; ","Água, Área (m2): 12.5, Eletricidade, Luz; Local: Exterior; ",Panorâmicas; ,"Nascente, Norte, Poente; ",
Moradia em Banda 3 quartos,3,3,3,,213,,Venda,Moradia em Banda,Novo,295.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314170129,,,,,,,,,,,,,
Moradia em Banda 3 quartos,3,3,2,217,214,,Venda,Moradia em Banda,Novo,360.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314170128,,,,,,,,,,,,,
Moradia em Banda 3 quartos,3,3,2,217,248,,Venda,Moradia em Banda,Construção,390.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314170126,,,,,,,,,,,,,
Apartamento 2 quartos,2,2,1,81,,Cert.Energ.: C,Venda,Apartamento,Usado,89.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro","41.5147438,-8.4554906",260170207,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Escolas, Jardins, Jardins Infância, Padaria, Serviços Públicos; ",Nº Frentes: 2; ,Companhia; ,"Aluminio, Dupla, Vidro Duplo; Estores: Alumínio; ",Aquecimento Central: Pré-Instalação; ,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Pintado; Pavimento: Pedra Natural; Paredes: Madeira; Tecto: Estucado; ","Água, Área (m2): 25, Luz; Local: Cave; ","Campo, Panorâmicas, Pastagens; ","Nascente, Poente; ",
Terreno Rústico,,,,,10000,,Venda,Terreno Rústico,N/D,79.000 €,Braga,Braga,Palmeira,"41.5833333,-8.4333333",260170196,Concluídas; ,,"Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Lote,,,,,212,,Venda,Lote,N/D,86.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314170091,Concluídas; ,Residencial; ,Acessos: Alcatrão; Centralidade: Centro da Cidade; ,,,,,,,,,,
Apartamento 2 quartos,2,2,,120,,Cert.Energ.: D,Venda,Apartamento,Usado,68.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260170188,,,"Acessos: Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; ,Companhia; ,Aluminio; ,,Gás Canalizado; ,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Pintado; Pavimento: Tijoleira; Paredes: Tijoleira; Tecto: Estucado; ",,"Jardins, Panorâmicas, Serra; ","Nascente, Sul; ",
Lote,,,,,570,,Venda,Lote,N/D,53.000 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",260170186,Concluídas; ,,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,530,,Venda,Lote,N/D,50.000 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",260170185,Concluídas; ,,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Loja,,1,,33,,,Venda,Loja,Usado,41.150 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",314170067,,,"Acessos: Bons, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Escolas, Ginásio, Jardins, Padaria, Serviços Públicos, Supermercado; ",Nº Divisões: 2; Quarto de Banho: Próprio; Luz Natural: 75%; ,,,,,,,,,
Loja,,2,,102,,,Venda,Loja,Usado,150.000 €,Braga,Braga,Braga (São Vicente),"41.6,-8.7",314170066,,,"Acessos: Bons, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Serviços Públicos, Supermercado; ",Área (m2): 102; Quarto de Banho: Próprio; Luz Natural: 75%; Ar Condicionado: Completo; ,,,,,,,,,
Loja,,,,96,42,Cert.Energ.: C,Venda,Loja,Usado,110.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285170204,,,"Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Farmácia, Hospital, Jardins, Supermercado; ","Arrumos, Calhas Técnicas, Nº Divisões: 1; Quarto de Banho: Próprio; Luz Natural: 50%; Ar Condicionado: Completo; ",,,,,,,,,Extintores; Alarme: Completo; 
Loja,,,,,,,Venda,Loja,Construção,130.000 €,Braga,Braga,Braga (São José de São Lázaro e São João do Souto),"41.5487267,-8.4214409",260170153,,,,,,,,,,,,,
Loja,,,,69,,Cert.Energ.: D,Venda,Loja,Usado,Sob Consulta,Braga,Braga,Braga (São José de São Lázaro e São João do Souto),"41.5487267,-8.4214409",314170050,,,"Acessos: Bons, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Serviços Públicos; ",,,,,,,,,,
Apartamento 3 quartos,3,2,1,,,Cert.Energ.: D,Venda,Apartamento,Novo,120.000 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285170182,,,"Centralidade: Centro da Cidade; Proximidade: Clínica, Escolas, Jardins, Jardins Infância, Padaria, Polícia; ",Nº Frentes: 3; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Eléctricos; ",Cilindro Eléctrico; Aquecimento Central: Pré-Instalação; ,"Estores Eléctricos, Gás Canalizado; Música Ambiente: Pré-Instalação; ",Tipo empreendimento: Habitação; Revestimento Exterior: Pastilha; Pavimento: Tijoleira; Paredes: Tijoleira; ,Local: Cave; ,,"Nascente, Poente, Sul; ",
Lote,,,,,1295,,Venda,Lote,N/D,199.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",285170180,Concluídas; ,Residencial; ,Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,1245,,Venda,Lote,N/D,195.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",285170179,Concluídas; ,Residencial; ,Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,2205,,Venda,Lote,N/D,259.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",285170177,Concluídas; ,Reservado p/ Urbanização; ,Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,2205,,Venda,Lote,N/D,259.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",285170176,Concluídas; ,Reservado p/ Urbanização; ,Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,1233,,Venda,Lote,N/D,194.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",285170174,Concluídas; ,Reservado p/ Urbanização; ,Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,1490,,Venda,Lote,N/D,214.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",285170173,Concluídas; ,Reservado p/ Urbanização; ,Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,922,,Venda,Lote,N/D,60.000 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",260170130,,,,,,,,,,,,,
Lote,,,,,521,,Venda,Lote,N/D,80.000 €,Braga,Braga,Este (São Pedro e São Mamede),"41.5627251,-8.3694493",285170165,Concluídas; ,Residencial; ,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,521,,Venda,Lote,N/D,80.000 €,Braga,Braga,Este (São Pedro e São Mamede),"41.5627251,-8.3694493",285170164,Concluídas; ,Residencial; ,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,521,,Venda,Lote,N/D,80.000 €,Braga,Braga,Este (São Pedro e São Mamede),"41.5627251,-8.3694493",285170163,Concluídas; ,Residencial; ,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,514,,Venda,Lote,N/D,80.000 €,Braga,Braga,Este (São Pedro e São Mamede),"41.5627251,-8.3694493",285170161,Concluídas; ,Residencial; ,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,521,,Venda,Lote,N/D,80.000 €,Braga,Braga,Este (São Pedro e São Mamede),"41.5627251,-8.3694493",285170159,Concluídas; ,Residencial; ,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,743,,Venda,Lote,N/D,125.000 €,Braga,Braga,Este (São Pedro e São Mamede),"41.5627251,-8.3694493",285170156,Concluídas; ,Residencial; ,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Terreno Rústico,,,,,10000,,Venda,Terreno Rústico,N/D,160.000 €,Braga,Braga,Pedralva,"41.5605547843,-8.3197402954",285170129,,,,,,,,,,,,,
Terreno,,,,,2818,,Venda,Terreno,N/D,69.900 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro","41.5147438,-8.4554906",260170120,,,Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Terreno Rústico,,,,,75000,,Venda,Terreno Rústico,N/D,300.000 €,Braga,Braga,Este (São Pedro e São Mamede),"41.5627251,-8.3694493",285170117,,,Acessos: Terra Batida; ,,,,,,,,,,
Moradia 2 quartos,2,2,5,102,418,Cert.Energ.: E,Venda,Moradia,Novo,156.000 €,Braga,Braga,Palmeira,"41.5833333,-8.4333333",260170107,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Jardins Infância, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 4; Nº Pisos: 2; ,"Companhia, Poço; ",Aluminio; ,,,,"Água, Área (m2): 88, Eletricidade, Luz; ",,"Nascente, Norte, Poente, Sul; ",
Lote,,,,703,800,,Venda,Lote,N/D,67.500 €,Braga,Braga,Adaúfe,"41.5846982111,-8.4027385711",285170066,,,,,,,,,,,,,
Lote,,,,,195,,Venda,Lote,N/D,90.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",285170051,,,,,,,,,,,,,
Lote,,,,,185,,Venda,Lote,N/D,38.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285170036,,,,,,,,,,,,,
Lote,,,,165,165,,Venda,Lote,N/D,49.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285170035,A Efectuar; ,,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,,264,,Venda,Lote,N/D,58.000 €,Braga,Braga,Palmeira,"41.5833333,-8.4333333",260170011,,,,,,,,,,,,,
Loja,,2,3,107,,Cert.Energ.: B-,Venda,Loja,Novo,135.500 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285170001,,,,,,,,,,,,,
Terreno Para Construção,,,,,3200,,Venda,Terreno Para Construção,N/D,100.000 €,Braga,Braga,Ruilhe,"41.4987424953,-8.4996414184",260170006,,,"Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Moradia em Banda 4 quartos,4,3,1,175,63,Cert.Energ.: D,Venda,Moradia em Banda,Usado,160.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,"41.5808788,-8.4536477",260160481,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Escolas, Padaria, Supermercado; ","Cave, Nº Frentes: 2; Nº Pisos: 3; ",Companhia; ,,Aquecimento Central: Completo; ,Gás Canalizado; ,,"Água, Área (m2): 33.5, Casa de Banho, Eletricidade, Luz; Local: Cave; ",,,
Apartamento 3 quartos,3,3,2,144,,Cert.Energ.: B,Venda,Apartamento,Novo,215.000 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285160207,,,"Acessos: Auto-Estrada, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 1; ,Companhia; ,"Aluminio, PVC, Vidro Duplo; Estores: Eléctricos; ",Aquecimento Central: Completo; ,"Escritório, Estores Eléctricos, Gás Canalizado; Alarme: CCTV, Completo, Segurança Activa; Música Ambiente: Completo; Aspiração Central: Completo; ","Tipo empreendimento: Habitação, Lojas; Isolamento: Acústico, Térmico; Revestimento Exterior: Mármore, Pedra Natural, Tijolinho; Hall de Entrada: Iluminação Aut.; Pavimento: Mármore; Paredes: Madeira; Tecto: Falso Pladur; Equipamento: Gás Canalizado, Som Ambiente, TV Cabo, Video-Porteiro; ","Eletricidade, Portão Automático; Local: Cave, Exterior; ",Panorâmicas; ,"Nascente, Poente; ",
Apartamento 3 quartos,3,3,2,144,,Cert.Energ.: B,Venda,Apartamento,Novo,215.000 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285160206,,,"Acessos: Auto-Estrada, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 1; ,Companhia; ,"Aluminio, PVC, Vidro Duplo; Estores: Eléctricos; ",Aquecimento Central: Completo; ,"Escritório, Estores Eléctricos, Gás Canalizado; Alarme: CCTV, Completo, Segurança Activa; Música Ambiente: Completo; Aspiração Central: Completo; ","Tipo empreendimento: Habitação, Lojas; Isolamento: Acústico, Térmico; Revestimento Exterior: Mármore, Pedra Natural, Tijolinho; Hall de Entrada: Iluminação Aut.; Pavimento: Mármore; Paredes: Madeira; Tecto: Falso Pladur; Equipamento: Gás Canalizado, Som Ambiente, TV Cabo, Video-Porteiro; ","Eletricidade, Portão Automático; Local: Cave, Exterior; ",Panorâmicas; ,"Nascente, Poente; ",
Apartamento 3 quartos,3,3,2,144,,Cert.Energ.: B,Venda,Apartamento,Novo,215.000 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285160205,,,"Acessos: Auto-Estrada, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 1; ,Companhia; ,"Aluminio, PVC, Vidro Duplo; Estores: Eléctricos; ",Aquecimento Central: Completo; ,"Escritório, Estores Eléctricos, Gás Canalizado; Alarme: CCTV, Completo, Segurança Activa; Música Ambiente: Completo; Aspiração Central: Completo; ","Tipo empreendimento: Habitação, Lojas; Isolamento: Acústico, Térmico; Revestimento Exterior: Mármore, Pedra Natural, Tijolinho; Hall de Entrada: Iluminação Aut.; Pavimento: Mármore; Paredes: Madeira; Tecto: Falso Pladur; Equipamento: Gás Canalizado, Som Ambiente, TV Cabo, Video-Porteiro; ","Eletricidade, Portão Automático; Local: Cave, Exterior; ",Panorâmicas; ,"Nascente, Poente; ",
Loja,,1,,,,Cert.Energ.: C,Venda,Loja,Usado,130.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260160451,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Quarto de Banho: Próprio; ,,,,,,,,,
Apartamento 2 quartos,2,2,1,114,,,Venda,Apartamento,Construção,134.000 €,Braga,Braga,Ferreiros e Gondizalves,"41.5308233,-8.4414286",260160443,,,Acessos: Bons; Centralidade: Periferia Cidade; ,,,,,,,Área (m2): 20; ,,,
