Nome,Id,Tipo de imóvel,Preço,Preço m/2,Distrito,Concelho,Freguesia,Rua,Tipologia,Nº Casas de Banho,Área útil m/2,Área bruta m/2,Ano construção,Certificado energético,Armário,Cozinha equipada,Garagem box,Gás canalizado,Lareira,Marquise,Suite,Varanda,Vista de cidade,Condição,Despensa,Arrecadação,Porta blindada,Video Porteiro,Empreendimento,Ar condicionado,Elevador,Estores elétricos,Fibra ótica,Pré-instalação de ar condicionado,Terraço,Área de terreno m/2,Churrasco,Árvores de fruto,Sotão,Cave,Jardim,Aquecimento central,Caldeira,Acessibilidade a pessoas com mobilidade condicionada,Box 2 carros,Detetor de gás,Painéis solares,Recuperação de calor,Vista de campo/serra,Box 1 carro,Portaria,Estacionamento,Piso radiante,Som ambiente,Aspiração central,Finalidade,Tipo de terreno,Acesso pavimentado,Asfaltado,Iluminação pública,Zona arborizada,Declive,Ruína,Alarme,Furo de água,Domótica,Casa das máquinas,Condomínio Fechado,Parque infantil,Piscina,Piscina Privada,Termoacumulador,Garagem exterior,Mobilado,Hidromassagem/jacuzzi,Quintal/horta,Ginásio,Kitchenette,Vigilância/segurança,Campo de ténis,Segurança 24 horas,Vedação,Parqueamento (1 carro),Ligação a rede de água,Ligação a rede de saneamento,Ligação a rede elétrica,Animais permitidos,Parqueamento (2 carros),Cofre,Vista de rio,Nº divisões,Tipo,Pisos,Com WC,Montra,Anexo habitacional,Detetor de incêndio,Detetor de Inundução,Vista de cidade,Área (m/2),Vista de mar,Jacuzzi,Património classificado,Adaptada a mobilidade reduzida,Com cozinha,Imóvel de banca,Vista de lago,Fossa séptica,Licensa de construção,Acesso a veículos pesados,Área administrativa,Copa,Recepção,Refeitório,Sala de reuniões,Área florestal,Hidromassagem,Percurso de água,Armazém,Vista de Serra,Adaptado a mobilidade reduzida,Terra batida,Video vigilância,Espaço frigorífico,Espaço para arrumação,Casa de banho partilhada,Poço,Sótão,Paisagem protegida
Apartamento T2 com Garagem Ind./Box em Tenões (Montalegrense II),15381258,,195 000 ,1 500 ,Braga (distrito),Braga,Nogueiró e Tenões,Rua dos Padres Carmelitas - Tenões,T2,2,130 m²,,2010,B,True,True,True,True,,,True,True,,Renovado,,,True,,sim,,True,,True,True,,,True,,,,,True,,True,,True,,True,True,,,,,,True,,,,,,,,,True,,,,,True,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia geminada,15299550,,69 900 ,777 ,Braga (distrito),Braga,Mire de Tibães,,T0,1,90 m²,103 m²,,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excelente T3 em pleno centro da cidade,15169459,,145 000 ,967 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,T3,2,150 m²,,,,,,,True,,,True,True,True,Renovado,True,,,,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amplo apartamento T3 com sotão perto do centro de Braga,15187049,,149 900 ,967 ,Braga (distrito),Braga,São Victor,Rua Faustino Ferrador - São Victor,T3,2,155 m²,155 m²,2003,,,True,True,True,True,,,,,,,True,,,não,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 de luxo - Real - Braga,15131523,,192 500 ,1 458 ,Braga (distrito),Braga,"Real, Dume e Semelhe",Rua David Mourão Ferreira - Real,T3,3,132 m²,,2019,A,,,,True,True,,True,True,True,Em construção,True,,True,,,True,True,,True,,,,True,,,,,,,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 de luxo - Real - Braga,15131495,,175 000 ,1 591 ,Braga (distrito),Braga,"Real, Dume e Semelhe",Rua David Mourão Ferreira - Real,T2,2,110 m²,,2019,A,,,,True,True,,True,True,True,Em construção,True,,True,,,True,True,,True,,,,,,,,,,,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T1 de luxo - Real - Braga,15131470,,110 000 ,1 833 ,Braga (distrito),Braga,"Real, Dume e Semelhe",Rua David Mourão Ferreira - Real,T1,1,60 m²,,2019,A,,,,True,True,,True,True,True,Em construção,,,True,,,True,True,,True,,,,,,,,,,,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 de luxo - Real - Braga,15130571,,175 000 ,1 458 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,3,120 m²,162 m²,2019,A,,,,True,True,,True,True,True,Em construção,True,,True,,,True,True,,True,,,,True,,,,,,,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 de luxo - Real - Braga,15130452,,162 500 ,1 548 ,Braga (distrito),Braga,"Real, Dume e Semelhe",Rua David Mourão Ferreira - Real,T2,2,105 m²,134 m²,2019,A,,,,True,True,,True,True,True,Em construção,,True,True,,,True,True,,,,,,True,,,,,,,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia de Gaveto em Dume , Braga",15377596,,249 900 ,1 336 ,Braga (distrito),Braga,"Real, Dume e Semelhe",Largo de Sobremoure - Dume,T4,3,187 m²,296 m²,2003,D,True,True,True,True,True,,True,True,,Usado,True,True,,,,,,,,,,,,,True,,True,True,True,,,,,,True,,,True,,,True,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 - Maximinos,15383596,,149 000 ,1 656 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,T3,2,90 m²,105 m²,1987,C,,,,True,,,,True,,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 NOVO na Qta. da Naia em Ferreiros, Braga!",14791880,,162 900 ,1 358 ,Braga (distrito),Braga,Ferreiros e Gondizalves,Sem Nome,T3,2,120 m²,,,B,,True,,,,,True,True,True,Novo,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 c/NOVO em S. Vitor, Braga!",15334423,,159 900 ,1 538 ,Braga (distrito),Braga,São Victor,Rua Luís Soares Barbosa - São Victor,T2,2,104 m²,119 m²,2012,C,,True,,,,,,True,True,Usado,,,,,não,,True,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T4 Cobertura Junto ao Centro de Braga em Real!,15303560,,224 900 ,1 136 ,Braga (distrito),Braga,"Real, Dume e Semelhe",Rua de São Jerónimo - Real,T4,3,198 m²,293 m²,2004,C,,True,True,,,,True,True,True,Usado,,,,,não,,True,,,,True,,,,,,,,True,,,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lote de Terreno P/Construção de Moradia Geminada em Semelhe, Braga!",15261885,,49 900 ,108 ,Braga (distrito),Braga,"Real, Dume e Semelhe",Rua da Bouça Boa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,Urbano,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 c/133 m2 NOVO na Qta. da Naia em Ferreiros, Braga!",15189090,,174 900 ,1 315 ,Braga (distrito),Braga,Ferreiros e Gondizalves,Rua Mira A Naia,T3,2,133 m²,,,B,,True,,,,,True,True,True,Novo,,,,,sim,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lote de Terreno P/Construção de Moradia Gaveto em Real, Braga!",14884360,,55 000 ,227 ,Braga (distrito),Braga,"Real, Dume e Semelhe",Rua da Tapada,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,Urbano,True,True,True,,Plano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia p/Restauro próximo do Bom Jesus de Braga!,14805068,,229 000 ,267 ,Braga (distrito),Braga,Nogueiró e Tenões,Rua da Eira,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,Urbano,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
Moradia Individual T4+1 próxima do Centro de Braga em Lomar!,14802502,,395 000 ,781 ,Braga (distrito),Braga,Lomar e Arcos,Rua Bouça das Mouras - Lomar,T5,4 ou mais,506 m²,,2008,B-,,True,True,,,,True,True,True,Usado,,,,,,,,,,,True,,,,,,True,True,,,,,,True,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 c/133 m2 NOVO na Qta. da Naia em Ferreiros, Braga!",14791929,,169 900 ,1 277 ,Braga (distrito),Braga,Ferreiros e Gondizalves,Sem Nome,T3,2,133 m²,,,B,,True,,,,,True,True,True,Novo,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 - Complexo Desportivo da Rodovia,15350955,,159 500 ,1 139 ,Braga (distrito),Braga,São Victor,,T3,2,140 m²,165 m²,1995,D,True,,,True,,,True,True,,Usado,,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 no centro da cidade de Braga,15367609,,109 900 ,931 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),Rua da Devesa - São José de São Lázaro,T3,2,118 m²,134 m²,1988,D,,True,,True,,,,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Gaveto NOVA T3, na Quinta da Capela, Centro da Cidade de Braga",14818347,,320 000 ,1 333 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),Rua Santo Adrião,T3,3,240 m²,,,B,,True,,,,,True,True,True,Novo,True,,,,sim,,,,,,True,,True,,,,,,,,,,,,,,,,,True,True,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T3+1 Junto ao Fórum Braga em S. José de S. Lázaro!,14855489,,349 900 ,1 272 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),Rua Monsenhor Airosa - Cividade,T3,,275 m²,321 m²,2008,C,,True,,,,,True,True,True,Usado,,,,,,True,,,,,,,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnífico T4 em Condomínio Fechado com piscina,14984434,,275 000 ,1 511 ,Braga (distrito),Braga,"Real, Dume e Semelhe",Rua do Parque Norte - Real,T4,4 ou mais,182 m²,"240,10 m²",,A+,,,,True,,,True,,,Em construção,True,,True,True,,True,True,,True,,,,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Banda “NOVA” em Nogueiró, Braga!",14982674,,288 000 ,796 ,Braga (distrito),Braga,Nogueiró e Tenões,Largo do Arco,T4,2,362 m²,,,C,,,True,,,,True,,True,Novo,,,,,,,,,,,,,,,,,True,True,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
"Luxuosa Moradia Individual Térrea c/Piscina em Este S. Mamede, Braga!",14902416,,499 000 ,2 585 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),Rua do Xisto,T3,4 ou mais,193 m²,253 m²,,B,,True,,,,,True,True,,Novo,,,,True,,,,,,,,,,,,,True,True,,,,,True,,True,,,,,True,True,,,,,,,,,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
Apartamento em empreendimento com rentabilidade de 5% garantida!,12789556,,116 850 ,4 972 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),Rua de São Lázaro,T0,,"23,50 m²","23,50 m²",2019,Isento,,True,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote de Terreno c/610 m2 junto ao Santuário do Sameiro em Espinho!,14864377,,42 500 ,70 ,Braga (distrito),Braga,Sequeira,Largo da Praça Velha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,Urbanizável,True,,True,,Suave (entre 10º e 20º),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
"Moradia Banda NOVA T3, na Quinta da Capela, Centro da Cidade de Braga!",14826979,,290 000 ,1 208 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),Rua Santo Adrião,T3,3,240 m²,,,B,,,True,,,,True,True,True,Novo,,,,True,,,,,,,,,,,,,True,,,,,,True,,,,,,,True,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote de Terreno c/1.401 m2 Junto ao Centro de Braga em S. Victor!,14802432,,199 800 ,143 ,Braga (distrito),Braga,São Victor,Rua José António Cruz - São Victor,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,Urbanizável,True,True,True,,Suave (entre 10º e 20º),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote de Terreno c/709 m2 Junto ao Centro de Braga em S. Victor!,14802426,,99 900 ,141 ,Braga (distrito),Braga,São Victor,Rua José António Cruz - São Victor,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,Urbanizável,True,True,True,,Suave (entre 10º e 20º),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Individual Térrea NOVA em Esporões, Braga!",14800894,,395 000 ,1 330 ,Braga (distrito),Braga,Esporões,Rua Nossa Senhora da Caridade,T3,4 ou mais,297 m²,,2017,B,,True,,,,,True,True,,Novo,,,,,,True,,,,,,,,,,,True,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lote p/Moradia Individual em Sobreposta, Braga!",14800870,,39 900 ,80 ,Braga (distrito),Braga,Sobreposta,Rua de Silvares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,Urbano,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lote p/Moradia Gaveto em Parada de Tibães, Braga!",14800833,,42 000 ,117 ,Braga (distrito),Braga,"Merelim (São Paio), Panoias e Parada de Tibães",Rua da Casa Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,Urbano,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lote de Terreno c/500 m2 em Sobreposta, Braga!",14800735,,29 900 ,60 ,Braga (distrito),Braga,Sobreposta,Rua Senhora das Candeias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,Urbano,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
"Apartamento T3 c/Terraço, Remodelado na Rua de Santa Margarida, Braga!",14800686,,245 000 ,1 944 ,Braga (distrito),Braga,São Victor,Rua de Santa Margarida - São Vicente,T3,3,126 m²,297 m²,,E,,True,,,,,True,,True,Renovado,,,,,,True,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 c/ terraço em Gualtar,15373671,,149 900 ,1 292 ,Braga (distrito),Braga,Gualtar,Praceta Amândio Ferreira Pinto - Gualtar,T2,2,116 m²,142 m²,1998,C,,True,,True,,,,,True,Usado,,,,,,,True,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2+1 em Braga,15367745,,149 900 ,1 684 ,Braga (distrito),Braga,São Vicente,Rua de São Vicente - São Vicente,T3,2,89 m²,98 m²,1984,D,,True,,True,,True,,True,True,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T1 junto ao colégio Dom Diogo de Sousa em Braga,15367645,,139 500 ,2 583 ,Braga (distrito),Braga,São Victor,Rua de São Domingos - São Vicente,T1,1,54 m²,56 m²,2009,B-,,True,,True,,,,,True,Usado,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T3, Fraião",15088401,,238 000 ,1 597 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T3,3,149 m²,170 m²,2019,,,,,True,,,,,True,Novo,,,,True,,True,True,,,,,,True,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T4 no Centro de Braga,15342666,,185 000 ,1 480 ,Braga (distrito),Braga,São Victor,,T4,2,125 m²,149 m²,1997,Isento,,True,True,,,,,True,,Renovado,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T4 em Gualtar Braga,15319155,,199 500 ,1 056 ,Braga (distrito),Braga,Gualtar,,T4,,189 m²,303 m²,2000,D,,True,True,,True,,,True,,Usado,,,,,,,,,,,,,,,,,True,True,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 + 1 em Lomar/ Braga  junto á Bosch, mobilado",15288871,,94 000 ,1 133 ,Braga (distrito),Braga,Lomar e Arcos,Rua Magalhães Lima,T2,1,83 m²,83 m²,1989,,,True,True,True,,,,,,,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oferta da escritura. Moradia em Gaveto T3, a 2 minutos do...",15280546,,310 000 ,1 088 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,3,285 m²,336 m²,2022,A,,,True,,,,True,True,,Em construção,True,,,True,não,,,,,True,,,True,,,True,True,True,True,,,,,True,,,,,,,True,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oferta da escritura. Moradia em Banda T3, a 2 minutos do ...",15279981,,290 000 ,1 018 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,3,285 m²,336 m²,2020,A,,,True,,,,True,True,,Em construção,True,,,True,não,,,,,True,,,True,,,True,True,True,True,,,,,True,,,,,,,True,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T3 com 3 Suites em Tebosa, Braga.",15240012,,295 000 ,1 967 ,Braga (distrito),Braga,Tebosa,,T3,2,150 m²,300 m²,1999,A+,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,True,True,,True,,,,,True,,,True,,True,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia de Gaveto T3 em Este, S. Pedro",15239999,,327 800 ,1 842 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),,T3,1,178 m²,279 m²,2019,B,,True,True,,,,,True,,Novo,,,,,,True,,,,,,,,,,,True,,,,,,,,True,,,True,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Gaveto NOVA T3, na Quinta da Capela, Centro da Cidade de Braga!",15239986,,320 000 ,1 768 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,T3,2,181 m²,240 m²,,B,,True,True,,,,,True,,Novo,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T0 para investimento em Gualtar U. Minho, até 6% rentabili",15228362,,72 570 ,4 838 ,Braga (distrito),Braga,Gualtar,,T0,1,15 m²,,2020,A,,True,,True,,,,,,,,,,,não,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 - Tenões - Braga,14999747,,210 000 ,1 500 ,Braga (distrito),Braga,Gualtar,,T3,,140 m²,,2019,A+,,,True,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oferta da escritura. Apartamento T3 c/ garagem box, em fa...",15127765,,185 000 ,1 402 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,3,132 m²,"188,30 m²",2020,A+,,,True,,,,True,True,,Em construção,,,,True,não,True,True,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oferta da escritura. Apartamento T3 c/ garagem box, em fa...",15121980,,197 500 ,1 496 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,3,132 m²,176 m²,2020,A+,,,True,,,,True,True,,Em construção,,,,True,não,True,True,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oferta da escritura. Apartamento T3 c/ garagem box, em fa...",15121241,,180 000 ,1 364 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,3,132 m²,178 m²,2020,A+,,,True,,,,True,True,,Em construção,,,,True,não,True,True,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oferta da escritura. Apartamento T3 c/ garagem box, em fa...",15121112,,165 000 ,1 250 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,3,132 m²,158 m²,2020,A+,,,True,,,,True,,,Em construção,,,,True,não,True,True,,,,,,,,,,True,,,,,,,True,,,,True,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T1 NOVO no centro histórico de Braga,15093472,,119 000 ,2 767 ,Braga (distrito),Braga,São Vicente,,T1,1,43 m²,55 m²,,B,,,,,,,,True,,Novo,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Individual T6 nas 7 Fontes, S.Vitor, Braga",15085464,,350 000 ,1 000 ,Braga (distrito),Braga,São Victor,,T6,,350 m²,50 m²,1990,D,,True,True,,True,,,True,,Usado,,,,,,True,,,,,,,,,,,True,True,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia individual com piscina e elevador na Encosta do Bom Jesus, em Braga",15053343,,824 900 ,3 313 ,Braga (distrito),Braga,Nogueiró e Tenões,,T4,,249 m²,411 m²,2011,A,,True,True,,,,,,,Usado,,,,,,True,True,,,,,,,,,,True,,,True,,,,,True,,,True,,,,,,,,,,,,True,,,,,,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
